"feature1" "feature2" "feature3" "feature4" "feature5"
"8" -17.6837979017336 -10.6584958504398 15.3864810718736 2.4769469635449 -3.98924767901216
"8" -19.0082211891939 -11.5256660221477 13.199199180585 2.65388792284663 -3.86617539972926
"9" 14.5228100515298 -3.13752220541217 -12.4064640212336 2.35016689645406 -1.39240650986914
"9" 11.1636949117447 -2.98608917512474 -6.46339746761507 4.86645472328007 -2.15483208985325
"9" -2.37271134123541 -7.5230214340536 4.11958759986459 8.80033257147631 -9.16211237380385
"9" -5.89994776267363 -9.74406431915505 4.19175826991874 8.68016641462758 -11.787881791177
"9" -9.07356594447986 -11.7283470616998 5.00796657103412 14.8993702704909 -14.4740285696716
"9" -7.20512672253658 -11.3742217465032 3.36938144478871 18.6974230159066 -13.96225589572
"10" 21.4824801033349 -5.03687150386236 -15.2673826620859 -1.77729837404776 4.20849597838509
"10" 16.2718655226039 -6.80948158396151 -13.3422157638037 -2.56115513732076 1.65703679264376
"10" 11.2408850840862 -7.06168318357413 -8.41243376735372 -1.33832253733165 0.544604364875069
"10" 5.28473291063052 -8.44481144173085 -4.77578404543778 -1.16434723238378 -1.34019913233558
"10" -1.83978428808411 -9.31003982879978 1.38104261018712 0.463255551935856 -2.09357038547101
"10" -6.85109749652903 -11.8515948413864 1.68944704911558 -0.90531882070679 -4.17275122536784
"10" -8.33267172694227 -10.5021717479799 6.40705151930182 2.03093865890178 -1.75821953353706
"10" -11.4002394937195 -12.2758730266086 6.23334057907443 1.12734316960997 -2.72518404725292
"10" -12.0951267739218 -11.9115081739852 7.95737098923116 2.32306090864633 -1.43750071899335
"10" -19.1740670843432 -16.9308360129491 5.92257992661001 -0.265247239595376 -2.86258220083601
"10" -20.9441197168187 -18.2305761682619 5.82481523189651 0.234063375815178 -0.59429693548735
"11" 17.2349139751933 1.55913605918535 -10.06308396886 5.14727889014125 -2.7304829015745
"11" 12.0491897503299 -0.260276164067997 -6.44393069391429 4.6515559861727 -4.872389028534
"11" 6.86504660510174 -0.998017794942529 0.490842537461475 5.98359871784285 -5.69969241572867
"11" 1.53574359581113 -3.34883571562456 3.77553993835905 5.34524230995203 -7.7692833625655
"11" -4.30866985400726 -5.43551555479926 9.97568249914984 6.19259463370048 -8.69146397428244
"11" -4.44347845946942 -4.01885903008661 15.7533312086446 9.4381958756818 -6.14759429531473
"11" -8.21316910897995 -6.80383257119452 16.7278381401262 8.46577246829708 -7.53495162690334
"11" -9.00161958418854 -7.08365289028374 21.5566560820623 11.2036002655787 -4.91417793381382
"11" -11.26316109266 -9.65400305307558 21.3436925094926 10.3891733421986 -5.48985958477882
"11" -9.7970546360053 -9.09362001198717 24.1589272780654 13.0372180454884 -2.28469659254668
"11" -8.27174125734107 -9.98093737652841 25.6306816465359 15.3136673415205 1.36375339971322
"12" 16.156711630088 1.01764335921336 -8.63365631197511 -1.09978877875361 1.61944094911283
"12" 6.2193816795376 -2.98024192283429 -4.18172964102065 -2.88749199468541 -4.03676789115007
"12" 4.41574622235194 -0.844701187088754 4.12588919124201 1.11437666826841 -2.98525677295146
"12" -2.49188711601304 -3.67498801207486 8.91422492985005 1.08321238300529 -6.90335963718388
"12" -5.70367857989694 -6.00813834918629 8.69782097393901 -0.311826448995902 -9.45770655428569
"12" -6.12147399185993 -9.08741091492061 14.9402840430875 4.86126878145221 -11.4290335455235
"13" 21.1405454980934 -0.552057053876088 -8.51906365012694 1.20156747547893 -2.92422510472541
"13" 15.6615210071533 -1.49027569304417 -3.07058427576697 2.40955687306737 -4.67499805210959
"13" -1.46898462733307 -7.17872982554003 11.6177602022998 7.05983212643529 -9.94198517460979
"13" -6.27176496417336 -11.6177277843065 12.9068225406362 8.79738573949291 -11.4393450458285
"13" -5.96232176855515 -16.2610110579593 10.2535342130754 12.1225547274543 -10.0340798150467
"14" 16.8358932901592 -4.24173730899446 -11.610824215155 -10.4179186940039 -2.15126943580827
"14" 13.0356014113568 -3.76200668736033 -5.44747621106106 -8.38817034558251 -3.01877825964771
"14" 8.59349798115024 -4.33181514630788 -0.662786605508505 -7.09734417292399 -4.61909370813591
"14" 5.19745027928252 -5.42607285685767 1.56226748774907 -6.79104757202613 -6.20482733888798
"14" -4.41205644115436 -10.1678741142164 4.41457015260508 -7.3308010579423 -11.4761368651092
"14" -6.8583193808519 -10.827906489155 6.90568798370233 -5.662221365981 -12.0070958539469
"14" -9.32884420239369 -10.9664922093325 11.7088090979158 -0.973916739899398 -11.2426206558719
"14" -12.359895067555 -13.1810546673978 12.0084649760368 0.193709596835095 -12.4453800423863
"14" -17.2532843428075 -18.2447023231096 11.2097765222325 4.76204384251051 -13.4705240029112
"14" -18.8412645264784 -21.7834404238814 8.91536083389432 8.79402901894503 -12.9925839829891
"15" 17.0422757990359 -4.15486993476162 -9.96794011844243 -5.22308674515672 5.13171643436628
"15" 14.5092860950531 -3.86610697591356 -5.20202453058029 -3.59487813464266 4.76545965573442
"15" 7.26910117201073 -4.54776741727013 5.37976721872406 -0.332685023355121 2.71867951047441
"15" 4.39184987766435 -5.42038722800326 8.39050735204686 0.427070597361943 1.50967008901778
"15" -0.341554742311214 -8.13505542800629 10.0635800323959 -0.181542254495786 -1.45621136315078
"15" -3.20292381700617 -8.70136952724276 16.5021066578572 3.60016398497165 -1.93807879738606
"15" -8.5303335024016 -14.3490389236582 16.1123206537615 3.38685705039486 -6.45329993671112
"15" -5.73821465833305 -12.5067916542503 19.0237592277335 7.27426028341923 -3.91778587241704
"15" -7.23581447577444 -17.189534235644 15.1177060100227 6.72834673034354 -6.79123217862038
"16" 13.1587428527307 -5.51445537463597 -14.5287834560412 -6.87477474509344 -6.95081250104576
"16" 8.50397743593281 -6.03243749306304 -9.68402778500332 -6.32906523587963 -8.35389998841298
"16" 4.58317392534116 -6.88515592822546 -6.52690266326938 -6.30405268118887 -9.69862027621559
"16" -0.213397946498702 -6.59817633423534 0.48582790120546 -4.33931644498079 -9.8132378320181
"16" -7.06851971884453 -9.93764647701411 1.88190421429667 -6.2884905888374 -13.0046709958992
"16" -10.6887881488772 -10.9238168699167 4.51182542607319 -6.04724657526024 -13.5360979167061
"16" -13.8571149196737 -11.8196879908812 6.80603659797259 -5.69174790479239 -13.6833664570417
"16" -19.7772646362213 -14.3119880933266 9.35191085614637 -5.67863826310958 -13.9028052924193
"16" -20.892760544356 -14.1005137014606 11.6696923459473 -4.07122922277101 -12.0227820562459
"16" -23.1523343644008 -14.998310771943 13.2345371991766 -2.71394615367418 -9.68563558796656
"16" -27.841765413743 -19.2473150245033 10.1196602644036 -5.31117176050815 -11.1808168210009
"16" -28.7706301234031 -20.129212917044 9.74951785856385 -4.94927331916243 -9.79266267002012
"17" 18.4181991654988 0.106544187824719 -8.06006041667218 10.0684957387132 4.1268117529169
"17" 16.7812929587881 1.82540280496925 -0.155167871398518 14.241127529643 6.07394185357767
"17" 7.35200243208311 -2.62280282364823 5.08612756714947 14.1648807283536 2.16616923103622
"17" 2.05781117286484 -4.8689394772583 9.39891007155822 15.4997285068276 0.500944249489482
"17" -0.144445753773944 -5.61502809275111 12.2367309862097 17.1123398927737 0.21138071950194
"17" -4.30353409889515 -8.26400457823771 15.2755641411294 19.7446040785413 -1.18089660902592
"17" -3.79956157895946 -7.92908834394733 16.9774591412296 22.3703287641218 -0.190454274038251
"17" -5.97571016977096 -11.4128223591475 14.1536129276259 22.346606794241 -2.54310286199795
"17" -4.92233603385201 -12.1054728309442 12.8220943371091 24.0878204379506 -2.32941411051473
"18" 24.4652778356416 6.34072598531471 -10.7308744684376 -9.38134870019062 3.23533373997724
"18" 11.8595100179667 5.1265733113267 3.03734680664743 -7.1560381444814 -0.286602309694849
"18" 11.8262456143113 7.49018262187929 8.94914110886108 -3.87780295632042 1.84534680090738
"18" 9.61387622169491 6.84981349599632 10.8207597273528 -3.82911283326759 1.1716585395247
"18" 2.80251098311799 3.48524535995531 15.8417003887613 -4.2945747193485 -0.419839387150329
"19" 18.9585408460374 4.81825370193648 -12.9637910262512 3.33727698210647 5.64530663847639
"19" 14.2585580285483 2.87190477584562 -11.2926753809052 2.51196049299177 3.1043396079755
"19" 5.21231778993404 3.74064765096066 2.03473115970208 8.36890590259809 1.88948429114061
"19" -10.1792036443007 1.53029346812308 14.1363472180141 16.5699222106095 -2.862717698214
"19" -15.9087757242895 0.110989624859338 16.2925624266428 20.4100664472304 -5.00126382383309
"19" -23.8725746021073 -3.55973238767019 14.9163584015765 24.1051459627073 -9.25997124160518
"20" 21.5764655600402 -1.92850543315674 -9.56899545759967 0.239216828369755 -6.18959568893541
"20" 16.5023071450076 -2.80820804531384 -4.99491131815567 0.935248214159837 -7.85647996706835
"20" 2.91444374869024 -4.17331297527593 9.09311435999226 6.00316803437612 -10.7582835748815
"20" -1.2718846950877 -6.54788844288846 8.86751537204806 5.17561230512887 -13.1165973345944
"20" -3.67387674080787 -6.54430246319582 11.4596595554506 8.34291517762704 -12.6351165972885
"20" -5.32382901817007 -7.6323750189495 10.7780110557744 8.82442381774276 -13.2700007456998
"21" 27.868966413786 3.78119189575168 -5.10597268047216 -5.52477316493985 1.45362819720671
"21" 16.7897404123184 2.54625135390141 6.93045486598973 -2.90783057166366 -0.84052782262833
"21" 9.56912511307608 -0.747814276401823 10.673886983679 -3.13491760874274 -3.62287362665088
"21" 6.82736614331354 -0.876568523811435 19.4953646863087 2.52215804531011 -1.12541051050311
"22" 14.504504614476 -0.368826175891264 -17.0304682303346 4.04350220489575 -2.22987911708609
"22" 8.69148827217133 -0.551355866017947 -8.28440498864864 6.94116816288386 -3.35830749266281
"22" -11.2152799134189 -3.28618804485446 15.073361809376 14.2521362312014 -13.3912508990964
"22" -11.6515179934231 -0.749201424811277 21.081539940418 19.1279512467912 -16.1769013562539
"23" 21.8845627706191 9.82679455736257 -11.7009357503831 0.789457965838976 -2.63185785140455
"23" 11.1086824534982 6.85107386969864 -4.22973590116308 0.643509383523809 -7.53930891674323
"23" 6.3371374442373 6.10392705084674 1.00833073279841 2.20999731729683 -8.72446191209736
"23" -0.160534324134607 4.18077602350956 7.57664704626188 5.33763948566239 -9.56120612995416
"23" -4.92405270651234 0.427949193977023 7.74325864196345 5.63107978051591 -11.1563159920124
"23" -6.32526524409895 -1.71788077500461 8.01270977084841 8.10906365061248 -9.91502719332599
"23" -5.32342220888578 -1.60844255894295 8.67629326427768 10.4035080385809 -7.94279502510719
"24" 17.3941079099689 -1.99841317131196 -8.61862297217447 -1.92847146441877 -1.12416252582191
"24" 12.0444998771463 -4.67171273476902 -7.64083773045997 -3.77058983284547 -4.30195859062963
"24" 3.64218101858686 -6.45753548451408 -0.112652643062185 -2.79805180844936 -7.28666049805959
"24" -1.82396443690618 -7.7454691057617 4.80486075885993 -1.55216956362905 -9.27722370384383
"24" -2.30872185046487 -5.63187743541452 10.9953797101006 2.67004784701507 -7.56394956076485
"24" -6.52118986770698 -7.0809957267275 14.2118400165857 4.26998543846355 -9.38336106251078
"24" -10.3035967524617 -9.6939151531606 13.7564502602506 3.39503571012935 -12.1222253118079
"24" -11.8493051978811 -9.30843304679811 18.2822361326328 8.0630229295414 -11.8476093576929
"24" -16.5739532273449 -13.2992476409245 16.4720417037006 7.18497508931452 -15.7784332381607
"24" -15.4355397606469 -11.9007518976033 19.1862199049877 11.0143632887508 -14.2674036676654
"24" -16.8801274295006 -14.1500386206517 19.5064441042185 17.4847148752343 -15.7483827235635
"24" -19.8506505036609 -18.2625869683694 15.6926403423913 17.5586961743034 -19.3334655148382
"25" 15.3866824131494 0.336521171270275 -12.9159780599259 5.40642407194647 -4.20918499886236
"25" 8.63841965314432 -1.24350102759405 -7.38266580713346 5.79858231011092 -7.20376653645926
"25" 4.57874105942588 -0.442428646296875 0.682294270120336 8.67786013563024 -7.27853888549618
"25" -1.01918106081332 -1.86090680739682 6.40874669168286 9.39633917554903 -8.73774093195884
"25" -4.64538127376585 -3.94422418032652 7.4304539818296 8.28385569880742 -10.4658029182834
"25" -5.96371391574368 -3.9125028972187 10.6978613121802 9.36701102247897 -9.7122775714532
"25" -9.14676458803574 -5.89224738753778 13.2048390507587 8.94834480993847 -9.77893802134027
"25" -13.6579809231797 -10.3419881362593 11.5145318979813 5.56334245075662 -12.1264418426302
"25" -15.1422023696202 -12.9128987049521 11.6334325185613 4.20711898733374 -11.0840760884114
"26" 24.1655089994725 11.1615835568476 -5.44910690022508 3.67427954405112 -5.54114232710392
"26" 20.7918356702931 11.8827092311862 0.0310959095562939 6.04986030797404 -5.8343714803232
"26" 15.165524464222 11.0784676387175 4.53243049690439 7.62626099237057 -7.81119238271187
"26" 5.29545670721295 6.6317139254875 5.51814690973857 6.63068536612927 -13.5374783500516
"26" 3.34680499269227 7.80479314439413 9.44612321700047 10.3288009570983 -13.073596097733
"26" -2.22004952119262 6.46776487548497 11.1443517386325 13.4225260656217 -15.3203493505589
"26" -5.52498224534075 4.92363226419666 10.4905929857482 14.2628401595555 -17.2157886942224
"26" -7.99230443114014 4.68307143596933 10.8219880413516 17.8395025203104 -17.8599470960712
"26" -11.6800961339164 3.27659010769686 8.66164943361798 22.2826899077836 -19.5815475435026
"26" -14.1136637026318 2.0913145399537 5.05016274040668 27.2124061815947 -20.7914105281789
"26" -12.5417158739991 3.90040525840212 5.48206195050107 31.5091782171431 -18.9197209725276
"27" 22.8592913127737 5.05242175132564 -11.103143413953 -1.91246367909552 5.67129011169733
"27" 18.9537439815186 4.75168805928604 -6.61865434267659 -0.411567115693351 4.64835053148472
"27" 18.4811867503314 6.68240530363111 -1.55025371915175 2.794758028757 6.116123127805
"27" 8.39453814379686 5.15111807127687 7.62368266606772 6.46293270555372 3.1006894466735
"27" 3.10833407820863 3.5320540371958 10.2690003957428 7.53217270555506 0.959859859555978
"27" -2.30422887460443 0.556934715314238 9.95783168559715 6.58551046354713 -2.30192710754524
"27" -7.16509203315456 0.835954519533614 15.0747840631696 12.2469855163289 -2.35238832604892
"27" -13.4094346872758 -1.14704963808212 14.5832307718642 18.2977002357337 -3.71972067071737
"28" 24.4721829527766 2.3615501463141 -13.5603295641654 0.267273217704612 -3.08346872727926
"28" 18.3893374651618 -0.966592654441931 -11.737592631862 -1.97478586143022 -6.74433928048135
"28" 14.6735654719749 -0.428379264505145 -3.05049796071739 0.256888498478072 -6.60472371233731
"28" 5.42370194682229 -5.433990237386 0.428656772325388 -3.02950442908824 -11.7980725302383
"28" 4.03017953360077 -4.24142763135582 7.08469364928294 -0.764859448056282 -10.5460447817652
"28" -0.278409973443957 -6.75645469656258 8.5899346651246 -2.51703442610618 -12.8829686854404
"28" -1.92888869341464 -7.34062986346376 10.5468358602481 -2.63506384461756 -13.2718626278645
"28" -6.14558528133258 -9.89549773571792 12.4021361717821 -4.42584201319049 -15.2559517251498
"28" -9.20038880808265 -12.0049407309415 13.4870771858171 -6.04331796066155 -16.6347026993182
"28" -11.4828702729444 -13.8887240811833 14.122171771965 -7.62168947431038 -17.5164706729767
"28" -14.1090749079387 -16.6043228857823 12.5802227477132 -10.2604685463047 -19.4272624508452
"29" 22.1790814071751 3.3562164872629 -18.7108332801689 -0.187593107618666 1.04955034039627
"29" 18.2826570906847 3.52345395276437 -13.2999673107159 1.46387982532412 0.369509393388887
"29" 13.2030859556601 3.25626021034586 -7.5926189350161 2.72663392999324 -1.06457393248911
"29" 6.56332532236973 1.19783580756525 -4.26192934636515 1.83557586254987 -4.44143064197829
"29" 2.81844294874332 0.491668317184959 -1.59903575708675 1.70477346950326 -6.16489891394488
"29" -1.07501656646553 2.5919083423133 6.47276528865039 4.28751246300311 -6.53956886742044
"29" -3.81081933985751 1.96105389422748 7.64193526643148 3.53837643939288 -8.24615755878511
"29" -9.60991700968252 1.2520201264329 10.1879028128436 1.48039523936216 -12.3195404987795
"29" -9.05781342154502 4.11565088680463 13.6167271865052 2.84738298213816 -11.6184040113057
"29" -10.9242365580712 3.71423774971225 12.9513627594282 0.89497541826216 -13.8228660065105
"29" -13.8467441556292 2.36202320352019 10.0775543094382 -3.31911493884338 -17.9687647753677
"30" 16.8041150921822 -3.14505020261455 -16.2887143497443 -2.14064496869314 2.32464080347006
"30" 16.8649105930306 -0.436414280407122 -10.0613645461027 1.50840322246307 4.47839138848926
"30" 2.09599358307567 -2.63611735070389 2.69332669029137 3.85491803414203 -0.43393517287923
"30" -6.94300329099486 -6.97292611967641 2.28252746772812 1.29720422449945 -5.86053556861251
"30" -10.1115090449635 -6.77669033049854 2.79598594733297 2.88351513891675 -6.55612827353357
"30" -11.3876262073678 -7.28053948529283 -1.76220734356933 2.89249073440496 -7.45016144508646
"31" 25.3427881946514 1.0626770262062 -9.82212745970917 -0.109592386604547 -2.68883910253991
"31" 19.0511330953277 0.0819018956723694 -3.31015792590793 1.33678831433418 -4.39052620877704
"31" 12.4057177643103 -1.8564414906635 1.18234057834509 1.77705285170138 -6.99882717326717
"31" 6.17307428788429 -3.34917342684046 5.77259795681915 3.10471854228036 -9.22416935756226
"31" 6.30872517892137 -2.00670578474034 8.5359217315068 5.30377709178236 -8.08711482553944
"31" 3.52873066781552 -2.8538292407868 9.70125019326374 6.1135922347355 -9.30209539333152
"31" -0.863878720523795 -5.99515158764734 7.31537896570821 4.63754491499992 -12.7623663808098
"31" 0.969415099009142 -4.21482684840349 6.87311300664204 8.71914419855992 -11.2919488965523
"32" 18.1356546019759 3.47182422681257 -13.6594196251456 -2.84587288537759 -3.71882397411295
"32" 10.9183105140593 4.90700266332556 -0.537734284464441 1.41983157264969 -4.32058437111865
"32" 0.605303492811112 1.21619536942565 4.85787632954067 0.864566963518592 -8.91580137294223
"32" -9.38807433125582 -2.82703890835432 9.58032320212488 3.73879641545736 -11.0025998294011
"32" -11.323560685466 -4.88017543414833 7.68156846316702 3.78303858570778 -11.5855635226616
"33" 11.6236616476438 -0.373691583278751 -12.161436316848 3.44864205626387 -3.28472965576749
"33" 6.9723892450303 -0.971082581741258 -7.24036760424501 4.44240041996968 -4.52250611353852
"33" 1.79471997609672 -2.36165242281795 -3.49943009163403 4.66634606859103 -6.45481945539336
"33" -2.78558384182962 -2.39110292902225 2.59530311725592 6.80426755971462 -7.03502057784583
"33" -4.29993507898858 -1.05990515042093 7.72202045146275 9.67265264708977 -5.96791998966751
"33" -6.22062875986883 -1.38608999044627 9.50632211345146 10.2958117691431 -6.40328260586927
"33" -10.7116174693649 -4.24700946832517 8.78635509014745 8.49479443984819 -9.33638401482149
"33" -14.0737036139121 -5.454108793792 10.3725558969346 8.88858255313762 -10.5508277295414
"33" -16.4019588361201 -4.34095755363316 15.752666583736 13.6017311718583 -8.98910589899826
"33" -18.2572806695307 -5.61312649102239 15.1359708414821 13.3034035014684 -10.0247748529767
"33" -18.2222621991716 -4.77296780346475 16.6258310998179 16.862631529876 -8.25175005027563
"33" -20.1617502948657 -6.8122552016311 14.1588306853282 16.3555875562009 -9.58207760062643
"34" 20.8555222849209 -1.9156516072999 -12.0474066337004 -3.73109862600701 2.07077705835088
"34" 16.6081660307949 -2.33859171159107 -6.49593461155251 -1.92094395434702 0.780371862403936
"34" 5.72686706376722 -6.28609017767129 1.19293914183718 -0.399616315539227 -4.26683661318856
"34" 4.68899332678284 -5.33009739590505 5.87235096395367 2.79495155437537 -3.40524579819712
"34" -0.250770345241238 -7.89597264986128 8.30793638398381 3.89757285971151 -5.74934152103083
"34" -2.37840258558538 -8.54674395830861 11.7349064501037 7.2345411631348 -5.69406614017429
"34" -7.69730152407644 -13.6355065687468 10.9997724528741 9.33031446822815 -8.4867025085453
"35" 21.9307728409781 2.97375686568253 -9.09088685020534 3.25239680551882 1.31242655209083
"35" 19.2352078963382 2.738689863353 -5.69132374905003 4.30756147672342 0.732021085930235
"35" 8.52514965141361 -0.551362308420866 2.08695867175597 5.72926686905117 -3.48151967627383
"35" 5.10427461210308 -2.00675935119754 3.60951098937169 5.87356896724056 -5.13102422580147
"35" -0.721818733062855 -4.10898285598404 7.28053775674932 7.80287075157379 -7.45724674997144
"35" -5.51004532350102 -7.07838065716179 7.33069766950376 8.32717338825767 -10.3170146804153
"35" -8.79165986472942 -9.83184814824759 5.77966485636532 9.0733926561091 -12.68160605172
"35" -9.07841565220124 -10.589818354244 4.71340032568991 11.0279152080528 -12.9482429000398
"35" -11.3523676906745 -14.2498879886524 -0.510337431973855 10.3341422271234 -15.8831809645321
"36" 22.2602636613392 2.3178845186194 -11.3858819867889 0.291772751856465 0.335325237830039
"36" 9.76309281541505 -2.39918066490103 -5.70888490631908 0.0676786030979135 -5.4671259599159
"36" 0.812465442465932 -4.33141937288321 1.27665444507639 3.24416080371408 -8.16883989107463
"36" -12.3457654721775 -11.0723023917951 -2.3452230397339 12.7634195345698 -13.3117896709235
"37" 19.2986411017105 -8.80750620441879 -13.1216300903929 -8.78724888111383 0.465140442240616
"37" 16.0211892506633 -8.4243086334948 -7.79522290717835 -6.60738128011312 0.367204455597967
"37" 11.9537895679202 -8.92371458792068 -3.51186888743673 -5.18677377811496 -0.35101242781387
"37" 7.88835497823115 -10.5282116478604 -1.84429427573029 -5.33930534347561 -1.9172381681111
"37" 3.9304752191563 -11.0073217058418 2.24999952886114 -3.51754379872302 -1.97421636868468
"37" 0.591270768140976 -12.4052108981634 3.36693548664024 -3.45298648386638 -2.87211725841149
"37" -1.43875946864772 -11.5787696579229 7.81529785271503 -0.0999807368752852 -0.754776293125022
"37" -8.9484153248386 -15.3777501252307 8.38924910868385 0.969986640634523 -0.525565437812292
"37" -10.5249386694037 -15.7967963522675 8.96014338659182 3.85734063977461 2.96067772484697
"37" -12.9877096947957 -18.1013147103646 6.45801434728508 3.59583802547142 3.54746588906843
"37" -12.2816712264266 -17.7382706351124 5.83514367104022 6.28836275421658 7.65668827276325
"38" 11.7696364134996 2.99125360568294 -12.3319646723932 1.00127336798091 1.02254709023681
"38" 6.97925144086542 3.26400214641296 -4.85060928968603 3.39499234216514 0.651143883806385
"38" 2.60479187572382 2.47084565195926 -0.376661039114093 4.28534789233301 -0.448829955585155
"38" -0.621883314618161 2.74758370843066 5.26193202655199 6.43700077199698 -0.287109959038147
"38" -11.0267763471723 -1.0694694186792 12.8905494640669 7.63063180909661 -3.11471229126021
"38" -18.892039789576 -7.13202286183549 11.6205302474687 4.74818841678984 -7.43781143048319
"38" -19.6514851325833 -8.08986919681668 13.052411374086 6.61833888494072 -6.00690205297848
"38" -22.2780241187084 -12.0465869950171 9.58583822242461 4.70152170831042 -7.68580116495606
"39" 16.2697948807341 1.98864561219127 -9.84467157595209 4.89935838057804 0.473193689320147
"39" 15.0470157887476 3.87733861038202 -3.29318509154093 8.23773680588926 1.77880856486185
